diagnosis,admissions_count,los,los_avg
GASTROINTESTINAL BLEED;HYPERTENSION;RENAL FAILURE,1.0,4.0,4.0
GASTROINTESTINAL BLEED;HYPOTENSION,7.0,9.0,15.428571428571429
GASTROINTESTINAL BLEED;HYPOTENSIVE,2.0,0.0,7.0
GASTROINTESTINAL BLEED;HYPOXIA,2.0,23.0,12.5
GASTROINTESTINAL BLEED;ISCHEMIC BOWEL,1.0,10.0,10.0
GASTROINTESTINAL BLEED;MYOCARDIAL ISCHEMIA,1.0,11.0,11.0
GASTROINTESTINAL BLEED;NON-ST ELEVATION MYOCARDIAL INFARCTION,4.0,5.0,7.0
GASTROINTESTINAL BLEED;PANCREATIC CANCER,2.0,4.0,2.0
GASTROINTESTINAL BLEED;PNEUMONIA,2.0,2.0,7.5
GASTROINTESTINAL BLEED;PNEUMONIA;RENAL FAILURE,2.0,4.0,7.5
GASTROINTESTINAL BLEED;R/O COLON CANCER\COLONOSCOPY,1.0,17.0,17.0
GASTROINTESTINAL BLEED;RENAL FAILURE,1.0,7.0,7.0
GASTROINTESTINAL BLEED;RENAL FAILURE CAD,2.0,6.0,14.5
GASTROINTESTINAL BLEED;RULE-OUT MYOCARDIAL INFARCTION,1.0,2.0,2.0
GASTROINTESTINAL BLEED;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY,3.5,11.0,8.375
GASTROINTESTINAL BLEED;RULE-OUT MYOCARDIAL INFARCTION;TELEMETRY;ST DEPRESSION,4.0,3.0,14.0
GASTROINTESTINAL BLEED;S/P COLONOSCOPY;HEMODYNAMIC INSTABILITY POST PROCEDURE;,1.0,0.0,0.0
GASTROINTESTINAL BLEED;SEPSIS,3.0,9.0,14.666666666666666
GASTROINTESTINAL BLEED;SUBDURAL HEMORRHAGE,2.0,6.0,4.0
GASTROINTESTINAL BLEED;TELEMETRY,2.392857142857143,5.285714285714286,5.886904761904761
GASTROINTESTINAL BLEED;TELMETRY,4.0,8.0,9.75
GASTROINTESTINAL BLEED;TRACHEAL OBSTRUCTION,1.0,2.0,2.0
GASTROINTESTINAL BLEED;VALVE DISEASE,1.0,12.0,12.0
GASTROINTESTINAL BLEED;VANCOMYCIN RESISTANT ENTEROCOCCUS,2.0,18.0,12.5
GASTROINTESTINAL BLEED;VARICES,2.0,4.0,4.0
GASTROINTESTINAL BLEEDING,1.3636363636363635,7.363636363636363,7.363636363636363
GASTROINTESTINAL BLEEDING POST DILITATION,1.0,6.0,6.0
GASTROINTESTINAL BLEEDING;EVOLVING MYOCARDIAL INFARCTION,1.0,4.0,4.0
GASTROINTESTINAL HEMORRHAGE,1.0,7.0,7.0
GASTROINTESTINAL INFECTION,1.0,20.0,20.0
GASTROINTESTINAL PERCUTANEOUS FISTULA,1.0,13.0,13.0
GASTROINTESTINAL PERFORATION,3.0,12.0,8.666666666666666
GASTROINTESTIONAL BLEED,4.5,7.0,4.55
GASTROINTETINAL BLEED,1.0,17.0,17.0
GASTROPARESIS,15.0,11.5,11.478571428571428
GASTROPARESIS WITH LONG STANDING G-TUBE/SDA,4.0,0.0,8.25
"GASTROPARESIS, HYPERTENTIVE URGENCY",42.0,1.0,4.095238095238095
"GASTROPARESIS,HYPERTENSION",42.0,6.0,4.095238095238095
GASTROPARESIS;ACUTE ON CHRONIC RF,8.0,5.0,2.875
GASTROPARESIS;DIABETES MELLITUS,1.0,11.0,11.0
GASTROPARESIS\J-TUBE PLACEMENT,2.0,28.0,24.0
GASTROPARESIS\PLACEMENT OF G-TUBE **REMOTE WEST**/SDA,3.0,0.0,2.0
GASTROPASESIS,1.0,10.0,10.0
GASTROPHARESIS/SDA,3.0,2.0,3.0
GATROINTESTIONAL BLEEDING,1.0,4.0,4.0
GBM;APHASIA,3.0,1.0,4.666666666666667
GBS,1.0,29.0,29.0
GERD/SDA,1.2,7.6,7.7
GERD; ASPIRATION PNEUMONIA/SDA,6.0,1.0,19.666666666666668
GI BLEED,2.1020408163265305,7.73469387755102,9.090524781341108
GI BLEED ,3.0,4.0,6.0
GI BLEED SCHLEROSING CHOLANGITIS,2.0,32.0,17.0
"GI BLEED, ASPERATION, SEPSIS",1.0,16.0,16.0
"GI BLEED, HYPOTENSION,ANEMIA",2.0,3.0,4.5
"GI BLEED, POSITIVE TROPONIN",1.0,2.0,2.0
"GI BLEED, R/O MI",4.0,4.0,6.5
"GI BLEED, RESPIRATORY DISTRESS",1.0,9.0,9.0
"GI BLEED,ABDOMINAL PAIN",1.0,3.0,3.0
"GI BLEED,ACUTE RENAL FAILURE",4.0,7.0,6.0
"GI BLEED,ARRYTHMIA",1.0,6.0,6.0
"GI BLEED,BREAST CANCER",2.0,11.0,13.0
"GI BLEED,CHEST PAIN,HYPOTENSION",2.0,3.0,12.5
"GI BLEED,DIABETIC KETOACIDOSIS",2.0,3.0,5.0
"GI BLEED,DIZZY",2.0,3.0,1.0
"GI BLEED,ESOPHAGEAL VARICIES",1.0,2.0,2.0
"GI BLEED,HYPOTENSION,FEVER",1.0,2.0,2.0
"GI BLEED,MI",1.0,4.0,4.0
"GI BLEED,R/O MI",2.0,6.0,5.0
GI BLEED-PULMONARY EDEMAN,1.0,6.0,6.0
GI BLEED-UNSTABLE ANGINA,2.0,7.0,5.0
GI BLEED/ CHEST PAIN,3.0,10.0,13.0
GI BLEED/MASS TO HEPATIC FLEXURE,2.0,16.0,13.0
GI BLEED/NSTEMI,1.0,5.0,5.0
GI BLEED/PVD,3.0,7.0,5.333333333333333
GI BLEED/SDA,2.0,8.0,20.5
GI BLEED;,1.0,2.0,2.0
GI BLEED; GASTRIC MASS,1.0,7.0,7.0
GI BLEED;ANEMIA,1.5,4.0,3.25
GI BLEED;ASPIRATION PNEUMONIA;URINARY TRACT INFECTION,2.0,4.0,9.5
GI BLEED;BILATERAL PULMONARY EMBOLI,1.0,10.0,10.0
GI BLEED;CECUM MASS,1.0,5.0,5.0
GI BLEED;HIP FX,2.0,5.0,2.5
GI BLEED;INTRACRANIAL HEMORRHAGE,1.0,7.0,7.0
GI BLEED;JAUNDICE,2.0,19.0,10.5
GI BLEED;LIVER FAILURE,1.0,0.0,0.0
GI BLEED;PULSELESS LE,1.0,22.0,22.0
GI BLEED;RENAL FAILURE,1.0,6.0,6.0
GI BLEED;SEPSIS,1.0,25.0,25.0
GI BLEED;TELEMETRY,3.0,3.0,21.5
GI BLEED;UNRESPONSIVE;HYPOTENTION,3.0,0.0,7.333333333333333
GI BLEED;URINARY TRACT INFECTION,2.0,3.0,15.5
GI BLEEDING,1.5,7.5,6.0
GI BLEEDING\COLONOSCOPY,3.0,16.0,13.0
GI EVALUATION,11.0,1.0,5.909090909090909
GI PERFORATION,1.0,9.0,9.0
GI PROBLEM\ERCP,1.0,22.0,22.0
"GI,BLEED",2.0,9.0,7.0
"GIB, RENAL FAILURE",1.0,5.0,5.0
GIBLEED,1.0,34.0,34.0
GILLIAM BARRE SYNDROME,1.0,8.0,8.0
GLAGARINE INSULIN OVERDOSE,3.0,1.0,5.333333333333333
GLASS INGESTION;GI SCOPE,3.0,4.0,4.333333333333333
GLIOBLASTOMA,1.0,10.0,10.0
GLIOBLASTOMA MULTIFORM,1.0,6.0,6.0
"GLIOBLASTOMA, S/P FALL",3.0,5.0,11.666666666666666
"GLIOBLASTOMA,NAUSEA",2.0,3.0,2.5
GLIOBLASTOMA;DYSPNEA,1.0,11.0,11.0
GLIOBLASTOMA;MENTAL STATUS CHANGE,1.0,12.0,12.0
GLOBE RUPTURE,1.0,6.0,6.0
GLOTTIC MASS,1.0,8.0,8.0
GLUCOSE CONTROL;INSULIN DRIP;BILATERAL HERNIAS,2.0,4.0,3.5
GOITER,1.0,10.0,10.0
GOITER MULTINODULAR/SDA,1.5,1.0,1.75
GOITER/SDA,1.6,2.2,7.4
GOITER;CHRONIC AIRWAY OBSTRUCTION,2.0,19.0,9.5
GOODPASTURES,2.0,13.0,8.0
GOUT;FEVER,6.0,6.0,6.166666666666667
GRADE 2 LIVER LACERATION,1.0,5.0,5.0
GRADE 4 LIVER LACERATION,1.0,9.0,9.0
GRAFT INFECTION,4.5,7.0,10.925
GRAFT STENOSIS,1.0,13.0,13.0
GRAM +SEPSIS,2.0,31.0,20.0
GRAM NEGATIVE RODS;BACTEREMIA,4.0,4.0,12.5
GRAM NEGATIVE SEPSIS/LIVER MASS,1.0,9.0,9.0
GRAND MAL SEIZURES,3.0,20.0,21.0
GRANULATION IN TRACH,3.0,2.0,23.0
GRAVES DISEASE/SDA,2.0,0.0,2.5
GROIN BLEED;CP;TELEMETRY,3.0,63.0,29.666666666666668
GROIN CELLULITIS,2.0,7.0,17.0
GROSS HEMATURIA,1.0,1.0,1.0
"GROSS HEMATURIA,CARDIAC ARREST",1.0,-1.0,-1.0
GROSS HEMOPTYSIS,1.0,25.0,25.0
GSW,1.0,1.6666666666666667,1.6666666666666667
GSW L. CHEST  WALL & ABDOMEN,1.0,-1.0,-1.0
GSW R NECK,1.0,3.0,3.0
GTUBE EVALUATION,1.0,17.0,17.0
GUIANNE BARRE SYNDROME,1.0,14.0,14.0
GUILLAIN BARRE SYNDROME,1.0,23.0,23.0
GUILLAIN-BARRE,1.0,2.0,2.0
GUILLAIN-BARRE SYNDROME,1.5,17.5,19.5
GUILLAN BARRE,1.0,5.0,5.0
GUILLIAN BARRE,1.0,24.0,24.0
GUILLIAN BARRE SYNDROME,1.0,8.0,8.0
GULLIAN BARRE,1.0,9.0,9.0
GUN SHOT,1.0,13.0,13.0
GUN SHOT WOUND,1.1428571428571428,14.771428571428572,13.542857142857143
GUN SHOT WOUND ; PNEUMOTHORAX,1.0,5.0,5.0
GUN SHOT WOUND BACK,1.0,10.0,10.0
GUN SHOT WOUND HEAD,1.0,0.0,0.0
GUN SHOT WOUND RIGHT HAND/SDA,2.0,8.0,6.5
GUN SHOT WOUND TO ABDOMEN,1.0,36.0,36.0
GUN SHOT WOUND TO CHEST AND ABDOMEN,1.0,1.0,1.0
GUN SHOT WOUND TO CHEST/HEMOTHORAX,1.0,8.0,8.0
GUN SHOT WOUND TO FACE,1.0,29.0,29.0
GUN SHOT WOUND TO HEAD,1.2,13.8,10.9
GUNSHOT TO CHEST,1.0,4.0,4.0
GUNSHOT WOUND,1.25,2.75,2.625
GUNSHOT WOUND TO FACE,1.5,20.5,13.0
GUNSHOT WOUND;TELEMETRY,1.0,14.0,14.0
GUNSHOT WOUNDS,1.0,1.5,1.5
GVH OF LIVER,2.0,21.0,14.5
"H/O DVT, LEG SWELLING",1.0,27.0,27.0
HAIRY CELL LEUKEMIA,1.0,44.5,44.5
HAMATEMESIS;UPPER GASTROINTESTINAL BLEED,2.0,2.0,1.5
HAND AMPUTATION,1.0,13.0,13.0
HAND AMPUTATION;TELEMETRY,1.0,7.0,7.0
HAND AND FINGERS INFECTION,2.0,53.0,37.0
HAND EMBOLI;THROMBOS GRAFT,2.0,4.0,4.0
HAND INJURY,1.0,7.5,7.5
HAND LACERATION,1.0,4.0,4.0
HAND LACERATION;PARTIAL FINGER AMPUTATION,1.0,7.0,7.0
HAND TRAUMA,2.0,8.0,3.5
HANGING,1.0,16.0,16.0
HANGING INJURY,1.0,1.0,1.0
HARD PALATE HEMATOMA,8.0,6.0,12.375
HARDARE FAILURE/SDA,4.0,6.0,6.5
HARDWARE FAILURE,1.0,8.0,8.0
HARDWARE FAILURE/SDA,1.0,4.0,4.0
HARDWARE FAILURE; SPINAL METASTASIS/SDA,3.0,5.0,11.333333333333334
HARDWARE INFECTION,3.0,8.0,8.333333333333334
HART MASS\EXCISION OF MYXOMA/SDA,1.0,6.0,6.0
HCAP;RIGHT SIDED PLEURAL EFFUSION,2.0,21.0,22.5
HCC S/P TACE PROCEDURE,1.0,18.0,18.0
HCT DROP,5.0,8.0,15.8
HD CATHETER LINE INFECTION,12.0,7.0,9.916666666666666
"HEAD ACHE,R/O BLEED",1.0,2.0,2.0
HEAD BLEED,1.2083333333333333,8.159722222222221,7.555787037037037
HEAD BLEED VS TUMOR,1.0,3.0,3.0
HEAD BLEED WITH SHIFT,1.0,5.0,5.0
"HEAD BLEED, S/P MVC",1.0,6.0,6.0
"HEAD BLEED,FALL",1.0,0.0,0.0
HEAD BLEED/SPLENIC LACERATION/KIDNEY LACERATION/MVC,1.0,10.0,10.0
HEAD BLEED;OPEN SKULL FRACTURE,1.0,22.0,22.0
HEAD BLEED;PNEUMONIA,2.0,25.0,14.5
HEAD BLEED;S/P FALL,1.0,5.0,5.0
HEAD BLEED;S/P FALL;TELEMETRY,1.0,1.0,1.0
HEAD BLEED;TELEMETRY,1.5,15.0,8.833333333333334
HEAD BLEED;URINARY TRACT INFECTION;PNEUMONIA,1.0,1.0,1.0
HEAD CONTUSION-SUBDURAL S\P MVA,1.0,2.0,2.0
HEAD HEMORRHAGE,1.0,0.0,0.0
HEAD INJURIES,1.0,0.0,0.0
HEAD INJURY,1.1363636363636365,12.068181818181818,12.03030303030303
"HEAD INJURY,C SPINE FX",1.0,0.0,0.0
HEAD INJURY-RESPIRATORY FAILURE,1.0,13.0,13.0
HEAD INJURY;RESPIRATORY FAILURE,1.0,2.0,2.0
HEAD INJURY;S/P BICYCLIST ACCIDENT,1.0,-1.0,-1.0
HEAD INJURY;S/P FALL,1.0,19.0,19.0
HEAD INJURY;SUBDURAL HEMORRHAGE;SUBARACHNOID HEMATOMA;PI BLEED,2.0,17.0,8.5
HEAD INJURY;TELEMETRY,1.0,1.0,1.0
HEAD LACERATION,1.0,4.0,4.0
HEAD MAS,1.0,4.0,4.0
HEAD MASS,1.2352941176470589,8.647058823529411,8.147058823529411
HEAD MASS WITH SHIFT,1.0,4.0,4.0
HEAD MASS;PNEUMONIA,1.0,4.0,4.0
HEAD MASS;S/P SEIZURE,2.0,10.0,10.0
HEAD MASS;SEIZURES,1.0,3.0,3.0
HEAD MASS;UTI,1.0,9.0,9.0
HEAD OF PANCREAS CANCER,1.0,10.0,10.0
HEAD TRAUM,1.0,3.0,3.0
HEAD TRAUMA,1.32,10.36,10.164
HEAD TRAUMA; PED STRUCK,1.0,11.0,11.0
HEAD TRAUMA;ETOH,1.0,1.0,1.0
HEAD TRAUMA;S/P MOTOR VEHICLE ACCIDENT,2.0,15.0,10.0
HEAD TRAUMA;SCALP LACERATION,1.0,3.0,3.0
HEADACH,1.0,8.0,8.0
HEADACHE,2.098360655737705,9.918032786885245,8.391803278688524
"HEADACHE,FEVER",6.0,3.0,8.0
"HEADACHE,R/O SUBARACHNOID HEMORRHAGE",1.0,10.0,10.0
"HEADACHE,SINUSITIS",1.0,12.0,12.0
HEADACHE-SEIZURES-R/O SHEEHAN SYNDROME,1.0,4.0,4.0
HEADACHE; ANEURYSMS,1.0,3.0,3.0
HEADACHE; ATAXIA; R/O MENINGITIS,1.0,21.0,21.0
HEADACHE; R/O SUBARACHNOID HEMORRHAGE,1.0,1.0,1.0
HEADACHE;ANEURYSM,3.0,5.0,7.0
HEADACHE;BLURRED VISION,1.0,7.0,7.0
HEADACHE;FEVER,1.0,7.0,7.0
HEADACHE;FEVER;?MENINGITIS,1.0,17.0,17.0
HEADACHE;FEVER;ACUTE RENAL FAILURE,2.0,4.0,7.0
HEADACHE;R/O TB,3.0,20.0,23.666666666666668
HEADACHE;SUBDURAL HEMORRHAGE,4.0,10.0,3.0
HEADACHE;TELEMETRY,5.0,3.0,3.2
HEADACHES\ CEREBRAL EMBOLIZATION/SDA,1.0,3.0,3.0
HEADCAHE,1.0,4.0,4.0
"HEAMATOMA, CERVICAL FRACTURE",1.0,4.0,4.0
HEART BLOCK,1.608695652173913,3.9130434782608696,5.039130434782609
"HEART BLOCK,NON STE MI",1.0,3.0,3.0
HEART BLOCK; UTI,3.0,5.0,4.0
HEART BLOCK;SYNCOPE,1.0,5.0,5.0
HEART BLOCK;TELEMETRY,2.0,4.0,23.0
HEART BLOCKAGE,4.0,11.0,10.5
HEART DISEASE,1.0,5.0,5.0
HEART FAILURE,2.2857142857142856,11.642857142857142,10.734821428571427
"HEART FAILURE,CHOLECYSTITIS",2.0,6.0,7.0
HEART FAILURE/A-FIB,1.0,15.0,15.0
HEART FAILURE; HYPERTROPHIC OBSTRUCTIVE CARDIOMYOPATHY,1.0,14.0,14.0
HEART FAILURE; NONSUSTAINED VT; S/P MITRAL VALVE REPLACEMENT\ICD LEAD REVISION,2.0,7.0,7.5
HEART FAILURE; NSVT\EP STUDY +/-ICD IMPLANTATION,2.0,1.0,0.5
HEART FAILURE;ABDOMINAL PAIN,1.0,14.0,14.0
HEART FAILURE;CARDIAC ARREST\INTRA-AORTIC BALLOON PUMP PLACEMENT,2.0,11.0,6.0
HEART FAILURE;FEVER;ABDOMINAL PAIN,2.0,11.0,14.5
HEART FAILURE;KIDNEY RENAL FAILURE,1.0,8.0,8.0
HEART FAILURE;MITRAL REGURGITATION;TRICUSPID REGURGITATION,1.0,30.0,30.0
HEART FAILURE;PNEUMONIA,3.0,7.0,9.7
HEART FAILURE;RENAL FAILURE;CHEST PAIN,1.0,8.0,8.0
HEART FAILURE;SUPRAVENTRICULAR TACHYCARDIA,1.0,4.0,4.0
HEART FAILURE;VT,1.0,0.0,0.0
HEART FAILURE\BIVENTRICULAR PACEMAKER IMPLANT/SDA,1.0,4.0,4.0
HEART FAILURE\LEFT VENTRICULAR LEAD PLACEMENT VIA LEFT THORACOTOMY /SDA,2.0,9.0,10.5
HEART FAILURE\PACEMAKER IMPLANT/ABLATION,1.0,5.0,5.0
HEART MASS,2.0,4.0,5.0
HEART RATE CONTROL,1.0,21.0,21.0
HEAT FATIGUE,2.0,3.0,3.5
HELP SYNDROME,1.0,7.0,7.0
HEMANGIOMA,1.0,16.0,16.0
HEMATEMASIS,2.0,7.0,7.5
HEMATEMESIS,1.9411764705882353,7.176470588235294,7.484313725490196
HEMATEMESIS;PANCREATIC CANCER,1.0,9.0,9.0
HEMATEMSIS,5.0,8.0,15.6
HEMATOCHEZIA,2.0,15.0,12.0
HEMATOCHROMATOSIS,1.0,0.0,0.0
HEMATOCRIT DROP,4.0,3.0,16.0
HEMATOMA,2.6666666666666665,11.866666666666667,9.35
HEMATOMA OF CHEST,4.0,3.0,16.0
HEMATOMA-ANEMIA,2.0,10.0,11.0
HEMATURIA,1.9166666666666667,7.666666666666667,8.785416666666666
"HEMATURIA,HYPOTENSION",1.0,12.0,12.0
HEMATURIA/SDA,3.0,0.0,3.6666666666666665
HEMATURIA;ANEMIA;ST ELEVATED MYOCARDIAL INFARCTION,2.0,22.0,21.5
HEMATURIA;BLADDER BLEED,2.0,1.0,8.0
HEMATURIA;DYSPNEA;HYPOXIA,1.0,1.0,1.0
HEMATURIA;RENAL MASS,3.0,20.0,10.666666666666666
HEMATURIA\CYSTOSCOPY;URETHERAL DILATION ,1.0,4.0,4.0
HEMETEMESIS;GASTROINTESTINAL BLEEDING,1.0,19.0,19.0
HEMIPLEGIA,1.0,5.0,5.0
HEMMO-HAGIC STROKE,1.0,21.0,21.0
HEMMORHAGIC SHOCK,5.0,29.0,10.0
HEMMORRHAGIC ENCEPHALOMYELITIS,1.0,10.0,10.0
HEMO PERITONEUM,1.0,5.0,5.0
HEMOCHROMATOSIS;LIVER FAILURE,1.0,4.0,4.0
HEMOLYTIC ANEMIA,1.5,11.0,12.25
HEMOLYTIC UREMIC SYNDROME,4.0,34.0,22.75
HEMOPARINEUM,1.0,-1.0,-1.0
HEMOPERITENEUM,1.0,27.0,27.0
HEMOPERITONEUM,1.625,4.375,5.3125
HEMOPHILIA,4.0,10.0,3.75
HEMOPNEUMOTHORAX,1.0,7.0,7.0
HEMOPTESIS;LUNG CANCER;HUMAN IMMUNODEFIENCY VIRUS,1.0,4.0,4.0
HEMOPTESIS;RESPIRATORY FAILURE;LEUKEMIA,1.0,22.0,22.0
HEMOPTOSIS,2.0,11.0,9.0
HEMOPTYIS,1.0,2.0,2.0
HEMOPTYSIS,1.694915254237288,7.635593220338983,7.5664245359160605
HEMOPTYSIS VS.HEMATEMISIS,1.0,30.0,30.0
"HEMOPTYSIS,HYPERTENSION",1.0,3.0,3.0
"HEMOPTYSIS,LUNG CA",1.0,14.0,14.0
HEMOPTYSIS; INTRACTIBLE DIARRHEA,4.0,19.0,10.5
HEMOPTYSIS; PROBABLE ASPERGILLONA,3.0,8.0,15.0
HEMOPTYSIS;ESOPHAGEAL PERFORATION,1.0,22.0,22.0
HEMOPTYSIS;GASTROINTESTINAL BLEED,2.0,2.0,2.0
HEMOPTYSIS;HTN,1.0,5.0,5.0
HEMOPTYSIS;MET RENAL CELL CA,1.0,29.0,29.0
HEMOPTYSIS;PNEUMONIA,1.5,10.0,9.5
HEMOPTYSIS;PULM HEMORRHAGE,1.0,4.0,4.0
HEMOPTYSIS;PULMONARY CONGESTION,2.0,5.0,7.5
HEMOPTYSIS;RENAL CELL CANCER,1.0,1.6666666666666667,1.6666666666666667
HEMOPTYSIS;SHORTNESS OF BREATH,1.0,6.0,6.0
HEMOPTYSIS\BRONCHOSCOPY RIGID; W. ARGON PLASMA COAGULATION,2.0,8.0,10.5
HEMOPYTISIS,1.0,4.0,4.0
HEMOPYTSIS,4.666666666666667,4.333333333333333,5.46969696969697
HEMORHAGE,2.0,7.0,9.0
HEMORRAGIC STROKE;TELEMETRY,1.0,16.0,16.0
HEMORRHAGE,1.0,46.333333333333336,46.333333333333336
HEMORRHAGE STROKE,1.0,6.0,6.0
HEMORRHAGE;CEREBRAL VASCULAR ACCIDENT,1.0,9.0,9.0
HEMORRHAGIC BRAIN METASTASES,1.0,1.0,1.0
HEMORRHAGIC BRAIN METASTISIS,3.0,8.0,7.666666666666667
HEMORRHAGIC CEREBRAL VASCULAR ACCIDENT,1.5,5.5,4.5
HEMORRHAGIC CONTUSION,1.0,3.0,3.0
HEMORRHAGIC CVA,1.0,3.5,3.5
HEMORRHAGIC CVA;TELEMETRY,1.0,5.0,5.0
HEMORRHAGIC PANCREATITIS,1.0,12.0,12.0
HEMORRHAGIC SHOCK,1.5,30.5,31.0
HEMORRHAGIC STROKE,1.1428571428571428,9.928571428571429,10.0
HEMOTHORAX,1.7727272727272727,10.090909090909092,10.737121212121213
"HEMOTHORAX, ANEMIA",4.0,3.0,6.25
HEMOTHORAX/HIGH INR S/P FALL,3.0,5.0,8.0
HEMOTHORAX/RIB FX,1.0,10.0,10.0
HEMOTHORAX;EMPYEMA,1.0,8.0,8.0
HEMOTHORAX;FEVER;CHEST PAIN;TELEMETRY,2.0,9.0,7.0
HEMOTHORAX;HIP FRACTURE,1.0,5.0,5.0
HEMPOTYSIS,1.0,3.5,3.5
HEP C CIRRHOSIS,5.0,14.0,10.0
"HEP C, CIRRHOSIS, ARF",1.0,21.0,21.0
HEPARIN INDUCED THROMBOCYTOPENIA,1.0,5.0,5.0
"HEPARIN INFUSIN, S/P IVC FILTER PLACEMENT",2.0,16.0,10.5
HEPATACELLULAR CARCINOMA/SDA,1.0,64.0,64.0
HEPATIC ABSCESS,2.0,20.0,16.5
HEPATIC ARTERY STENOSIS,6.0,2.0,4.5
HEPATIC ARTERY STENOSIS/SDA,9.5,9.0,11.01923076923077
HEPATIC BLEED,1.0,7.5,7.5
HEPATIC CELLULAR CARCINOMA,1.0,1.0,1.0
HEPATIC CIRRHOSIS\SALT STUDY,2.0,6.0,3.0
HEPATIC CYST,1.0,4.0,4.0
HEPATIC CYST/SDA,1.0,10.0,10.0
HEPATIC DECOMPENSATION,1.0,24.0,24.0
HEPATIC ENCEEPHALOPATHY,9.0,7.0,18.88888888888889
HEPATIC ENCEOPHALOPATHY,1.0,7.0,7.0
HEPATIC ENCEP,2.0,21.0,16.5
HEPATIC ENCEPHALOPAHTY,3.0,7.0,6.333333333333333
HEPATIC ENCEPHALOPATHY,2.775,19.275,17.405337301587302
HEPATIC ENCEPHALOPATHY WITH HYPERBILIRUBENEMIA,1.0,72.0,72.0
"HEPATIC ENCEPHALOPATHY,LEG WEAKNESS",1.0,17.0,17.0
HEPATIC ENCEPHALOPATHY-NSTEMI,16.0,1.0,4.5625
HEPATIC ENCEPHALOPATHY/ANEMIA,2.0,4.0,6.0
HEPATIC ENCEPHALOPATHY;LIVER TRANSPLANT,5.0,70.0,52.2
HEPATIC ENCEPHALOPATHY;S/P TRANSPLANT,4.0,11.0,33.5
HEPATIC ENCHEPHALOPATHY,1.0,22.0,22.0
HEPATIC FAILURE,1.3,11.5,11.925
HEPATIC FAILURE;ACUTE ABDOMEN;?SEPTIC,1.0,8.0,8.0
HEPATIC FAILURE;RENAL FAILURE,1.0,1.0,1.0
HEPATIC HYDROTHORAX,4.0,6.5,9.125
HEPATIC INSUFFICIENCY,1.0,8.0,8.0
HEPATIC INSUFFIENCY,1.0,12.0,12.0
HEPATIC LACERATION,1.0,3.0,3.0
HEPATIC LIVER FAILURE,1.0,6.0,6.0
HEPATIC MASSES,1.0,16.0,16.0
HEPATIC OBSTRUCTION/SDA,1.0,7.0,7.0
HEPATIC VEIN VENA CAVAL STENOSIS/SDA,4.0,10.0,8.5
HEPATICOCELLULAR CARCINOMA/SDA,1.0,40.5,40.5
HEPATITIS,1.6666666666666667,13.6,12.08095238095238
HEPATITIS B,1.0,27.0,27.0
"HEPATITIS B, HEPITOMA/SDA",1.0,13.0,13.0
HEPATITIS C,1.0,9.0,9.0
"HEPATITIS C, CIRRHOSIS/SDA",3.0,20.0,8.666666666666666
"HEPATITIS C,LIVER FAILURE,ASCITES",1.0,38.0,38.0
HEPATITIS C-LIVER FAILURE,2.0,14.0,8.5
HEPATITIS C;CIRRHOSIS,1.5,14.5,27.5
HEPATITIS C;CIRRHOSIS;RENAL FAILURE,3.0,43.0,23.0
HEPATITIS C;HEPATO-RENAL FAILURE;ETOH WITHDRAWAL,1.0,8.0,8.0
"HEPATITIS, ACIDOSIS, ETOH WITHDRAWAL, ELEVATED ACETAMINOPHEN LEVEL",1.0,33.0,33.0
"HEPATITIS,JAUNDICE",1.0,9.0,9.0
HEPATITIS-C;LIVER FAILURE,1.0,1.0,1.0
HEPATITIS-C;PRE-OP LIVER,3.0,11.0,8.666666666666666
HEPATITIS;ASCITES,1.0,17.0,17.0
HEPATITIS;ATRIAL FIBRILLATION;TELEMETRY,3.0,21.0,11.0
HEPATITIS;CIRRHOSIS /SDA,1.0,12.0,12.0
HEPATITIS;LIVER FAILURE,1.0,9.0,9.0
HEPATITIS;SEIZURE D/O,2.0,3.0,10.5
HEPATITIS;TYLENOL TOXICITY,1.0,4.0,4.0
HEPATITS C;CIRRHOSIS;GASTROINTESTINAL BLEED,4.0,1.0,9.75
HEPATO CELLULAR CAECINOMA,7.0,18.0,11.714285714285714
HEPATO CELLULAR CARCINOMA/SDA,1.0,5.0,5.0
HEPATO RENAL FAILURE,1.0,8.0,8.0
HEPATO RENAL SYNDROME,2.0,24.333333333333332,22.222222222222225
HEPATO-BILI SYNDROME,3.0,18.0,14.666666666666666
HEPATO;BILIARY RESSECTION;VRE,2.0,38.0,32.0
HEPATOBILIARY CANCER,1.0,14.0,14.0
HEPATOBILIARY FAILURE,2.0,14.0,9.5
HEPATOCELLUAR CARCINOMA/SDA,2.0,11.0,11.0
HEPATOCELLULAR CA,1.0,12.0,12.0
HEPATOCELLULAR CA/SDA,1.0,18.0,18.0
HEPATOCELLULAR CANCER,1.0,14.0,14.0
HEPATOCELLULAR CARCINOMA (155.0)\CHEMOEMBOLIZATION (AGENT-ADRIAMYCIN),1.0,3.0,3.0
HEPATOCELLULAR CARCINOMA 155.0\RADIOFREQUENCY ABLATION,2.0,2.0,3.5
HEPATOCELLULAR CARCINOMA/SDA,1.3,11.2,14.15
HEPATOCELLULAR CARCINOMA\CHEMO EMBOLIZATION/SDA,1.0,17.0,17.0
HEPATOMA,1.0,2.0,2.0
HEPATOMA/SDA,1.0,7.333333333333333,7.333333333333333
